TrackId;Name;AlbumId;MediaTypeId;GenreId;Composer;Milliseconds;Bytes;UnitPrice
141;World Of Trouble                                                                                                                                                                                        ;14;1;3;                                                                                                                                                                                                                            ;359157;11820932;0.99
142;No More Tears                                                                                                                                                                                           ;14;1;3;                                                                                                                                                                                                                            ;555075;18041629;0.99
143;The Begining... At Last                                                                                                                                                                                 ;14;1;3;                                                                                                                                                                                                                            ;365662;11965109;0.99
144;Heart Of Gold                                                                                                                                                                                           ;15;1;3;                                                                                                                                                                                                                            ;194873;6417460;0.99
145;Snowblind                                                                                                                                                                                               ;15;1;3;                                                                                                                                                                                                                            ;420022;13842549;0.99
146;Like A Bird                                                                                                                                                                                             ;15;1;3;                                                                                                                                                                                                                            ;276532;9115657;0.99
147;Blood In The Wall                                                                                                                                                                                       ;15;1;3;                                                                                                                                                                                                                            ;284368;9359475;0.99
148;The Beginning...At Last                                                                                                                                                                                 ;15;1;3;                                                                                                                                                                                                                            ;271960;8975814;0.99
149;Black Sabbath                                                                                                                                                                                           ;16;1;3;                                                                                                                                                                                                                            ;382066;12440200;0.99
150;The Wizard                                                                                                                                                                                              ;16;1;3;                                                                                                                                                                                                                            ;264829;8646737;0.99
151;Behind The Wall Of Sleep                                                                                                                                                                                ;16;1;3;                                                                                                                                                                                                                            ;217573;7169049;0.99
152;N.I.B.                                                                                                                                                                                                  ;16;1;3;                                                                                                                                                                                                                            ;368770;12029390;0.99
153;Evil Woman                                                                                                                                                                                              ;16;1;3;                                                                                                                                                                                                                            ;204930;6655170;0.99
154;Sleeping Village                                                                                                                                                                                        ;16;1;3;                                                                                                                                                                                                                            ;644571;21128525;0.99
155;Warning                                                                                                                                                                                                 ;16;1;3;                                                                                                                                                                                                                            ;212062;6893363;0.99
156;Wheels Of Confusion / The Straightener                                                                                                                                                                  ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;494524;16065830;0.99
157;Tomorrow's Dream                                                                                                                                                                                        ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;192496;6252071;0.99
158;Changes                                                                                                                                                                                                 ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;286275;9175517;0.99
159;FX                                                                                                                                                                                                      ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;103157;3331776;0.99
160;Supernaut                                                                                                                                                                                               ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;285779;9245971;0.99
161;Snowblind                                                                                                                                                                                               ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;331676;10813386;0.99
162;Cornucopia                                                                                                                                                                                              ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;234814;7653880;0.99
163;Laguna Sunrise                                                                                                                                                                                          ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;173087;5671374;0.99
164;St. Vitus Dance                                                                                                                                                                                         ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;149655;4884969;0.99
165;Under The Sun/Every Day Comes and Goes                                                                                                                                                                  ;17;1;3;Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne                                                                                                                                                                         ;350458;11360486;0.99
166;Smoked Pork                                                                                                                                                                                             ;18;1;4;                                                                                                                                                                                                                            ;47333;1549074;0.99
167;Body Count's In The House                                                                                                                                                                               ;18;1;4;                                                                                                                                                                                                                            ;204251;6715413;0.99
168;Now Sports                                                                                                                                                                                              ;18;1;4;                                                                                                                                                                                                                            ;4884;161266;0.99
169;Body Count                                                                                                                                                                                              ;18;1;4;                                                                                                                                                                                                                            ;317936;10489139;0.99
170;A Statistic                                                                                                                                                                                             ;18;1;4;                                                                                                                                                                                                                            ;6373;211997;0.99
171;Bowels Of The Devil                                                                                                                                                                                     ;18;1;4;                                                                                                                                                                                                                            ;223216;7324125;0.99
172;The Real Problem                                                                                                                                                                                        ;18;1;4;                                                                                                                                                                                                                            ;11650;387360;0.99
173;KKK Bitch                                                                                                                                                                                               ;18;1;4;                                                                                                                                                                                                                            ;173008;5709631;0.99
174;D Note                                                                                                                                                                                                  ;18;1;4;                                                                                                                                                                                                                            ;95738;3067064;0.99
175;Voodoo                                                                                                                                                                                                  ;18;1;4;                                                                                                                                                                                                                            ;300721;9875962;0.99
176;The Winner Loses                                                                                                                                                                                        ;18;1;4;                                                                                                                                                                                                                            ;392254;12843821;0.99
177;There Goes The Neighborhood                                                                                                                                                                             ;18;1;4;                                                                                                                                                                                                                            ;350171;11443471;0.99
178;Oprah                                                                                                                                                                                                   ;18;1;4;                                                                                                                                                                                                                            ;6635;224313;0.99
179;Evil Dick                                                                                                                                                                                               ;18;1;4;                                                                                                                                                                                                                            ;239020;7828873;0.99
180;Body Count Anthem                                                                                                                                                                                       ;18;1;4;                                                                                                                                                                                                                            ;166426;5463690;0.99
181;Momma's Gotta Die Tonight                                                                                                                                                                               ;18;1;4;                                                                                                                                                                                                                            ;371539;12122946;0.99
182;Freedom Of Speech                                                                                                                                                                                       ;18;1;4;                                                                                                                                                                                                                            ;281234;9337917;0.99
183;King In Crimson                                                                                                                                                                                         ;19;1;3;Roy Z                                                                                                                                                                                                                       ;283167;9218499;0.99
184;Chemical Wedding                                                                                                                                                                                        ;19;1;3;Roy Z                                                                                                                                                                                                                       ;246177;8022764;0.99
185;The Tower                                                                                                                                                                                               ;19;1;3;Roy Z                                                                                                                                                                                                                       ;285257;9435693;0.99
186;Killing Floor                                                                                                                                                                                           ;19;1;3;Adrian Smith                                                                                                                                                                                                                ;269557;8854240;0.99
187;Book Of Thel                                                                                                                                                                                            ;19;1;3;Eddie Casillas/Roy Z                                                                                                                                                                                                        ;494393;16034404;0.99
188;Gates Of Urizen                                                                                                                                                                                         ;19;1;3;Roy Z                                                                                                                                                                                                                       ;265351;8627004;0.99
189;Jerusalem                                                                                                                                                                                               ;19;1;3;Roy Z                                                                                                                                                                                                                       ;402390;13194463;0.99
190;Trupets Of Jericho                                                                                                                                                                                      ;19;1;3;Roy Z                                                                                                                                                                                                                       ;359131;11820908;0.99
191;Machine Men                                                                                                                                                                                             ;19;1;3;Adrian Smith                                                                                                                                                                                                                ;341655;11138147;0.99
192;The Alchemist                                                                                                                                                                                           ;19;1;3;Roy Z                                                                                                                                                                                                                       ;509413;16545657;0.99
193;Realword                                                                                                                                                                                                ;19;1;3;Roy Z                                                                                                                                                                                                                       ;237531;7802095;0.99
194;First Time I Met The Blues                                                                                                                                                                              ;20;1;6;Eurreal Montgomery                                                                                                                                                                                                          ;140434;4604995;0.99
195;Let Me Love You Baby                                                                                                                                                                                    ;20;1;6;Willie Dixon                                                                                                                                                                                                                ;175386;5716994;0.99
196;Stone Crazy                                                                                                                                                                                             ;20;1;6;Buddy Guy                                                                                                                                                                                                                   ;433397;14184984;0.99
197;Pretty Baby                                                                                                                                                                                             ;20;1;6;Willie Dixon                                                                                                                                                                                                                ;237662;7848282;0.99
198;When My Left Eye Jumps                                                                                                                                                                                  ;20;1;6;Al Perkins/Willie Dixon                                                                                                                                                                                                     ;235311;7685363;0.99
199;Leave My Girl Alone                                                                                                                                                                                     ;20;1;6;Buddy Guy                                                                                                                                                                                                                   ;204721;6859518;0.99
200;She Suits Me To A Tee                                                                                                                                                                                   ;20;1;6;Buddy Guy                                                                                                                                                                                                                   ;136803;4456321;0.99
201;Keep It To Myself (Aka Keep It To Yourself)                                                                                                                                                             ;20;1;6;Sonny Boy Williamson [I]                                                                                                                                                                                                    ;166060;5487056;0.99
202;My Time After Awhile                                                                                                                                                                                    ;20;1;6;Robert Geddins/Ron Badger/Sheldon Feinberg                                                                                                                                                                                  ;182491;6022698;0.99
203;Too Many Ways (Alternate)                                                                                                                                                                               ;20;1;6;Willie Dixon                                                                                                                                                                                                                ;135053;4459946;0.99
204;Talkin' 'Bout Women Obviously                                                                                                                                                                           ;20;1;6;Amos Blakemore/Buddy Guy                                                                                                                                                                                                    ;589531;19161377;0.99
205;Jorge Da Capadócia                                                                                                                                                                                      ;21;1;7;Jorge Ben                                                                                                                                                                                                                   ;177397;5842196;0.99
206;Prenda Minha                                                                                                                                                                                            ;21;1;7;Tradicional                                                                                                                                                                                                                 ;99369;3225364;0.99
207;Meditação                                                                                                                                                                                               ;21;1;7;Tom Jobim - Newton Mendoça                                                                                                                                                                                                  ;148793;4865597;0.99
208;Terra                                                                                                                                                                                                   ;21;1;7;Caetano Veloso                                                                                                                                                                                                              ;482429;15889054;0.99
209;Eclipse Oculto                                                                                                                                                                                          ;21;1;7;Caetano Veloso                                                                                                                                                                                                              ;221936;7382703;0.99
210;"Texto ""Verdade Tropical""                                                                                                                                                                                ";21;1;7;Caetano Veloso                                                                                                                                                                                                              ;84088;2752161;0.99
211;Bem Devagar                                                                                                                                                                                             ;21;1;7;Gilberto Gil                                                                                                                                                                                                                ;133172;4333651;0.99
212;Drão                                                                                                                                                                                                    ;21;1;7;Gilberto Gil                                                                                                                                                                                                                ;156264;5065932;0.99
213;Saudosismo                                                                                                                                                                                              ;21;1;7;Caetano Veloso                                                                                                                                                                                                              ;144326;4726981;0.99
214;Carolina                                                                                                                                                                                                ;21;1;7;Chico Buarque                                                                                                                                                                                                               ;181812;5924159;0.99
215;Sozinho                                                                                                                                                                                                 ;21;1;7;Peninha                                                                                                                                                                                                                     ;190589;6253200;0.99
216;Esse Cara                                                                                                                                                                                               ;21;1;7;Caetano Veloso                                                                                                                                                                                                              ;223111;7217126;0.99
217;Mel                                                                                                                                                                                                     ;21;1;7;Caetano Veloso - Waly Salomão                                                                                                                                                                                               ;294765;9854062;0.99
218;Linha Do Equador                                                                                                                                                                                        ;21;1;7;Caetano Veloso - Djavan                                                                                                                                                                                                     ;299337;10003747;0.99
219;Odara                                                                                                                                                                                                   ;21;1;7;Caetano Veloso                                                                                                                                                                                                              ;141270;4704104;0.99
220;A Luz De Tieta                                                                                                                                                                                          ;21;1;7;Caetano Veloso                                                                                                                                                                                                              ;251742;8507446;0.99
221;Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu                                                                                                                                                          ;21;1;7;David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto                                                                                                                                                              ;307252;10364247;0.99
222;Vida Boa                                                                                                                                                                                                ;21;1;7;Fausto Nilo - Armandinho                                                                                                                                                                                                    ;281730;9411272;0.99
223;Sozinho (Hitmakers Classic Mix)                                                                                                                                                                         ;22;1;7;                                                                                                                                                                                                                            ;436636;14462072;0.99
224;Sozinho (Hitmakers Classic Radio Edit)                                                                                                                                                                  ;22;1;7;                                                                                                                                                                                                                            ;195004;6455134;0.99
225;Sozinho (Caêdrum 'n' Bass)                                                                                                                                                                              ;22;1;7;                                                                                                                                                                                                                            ;328071;10975007;0.99
226;Carolina                                                                                                                                                                                                ;23;1;7;                                                                                                                                                                                                                            ;163056;5375395;0.99
227;Essa Moça Ta Diferente                                                                                                                                                                                  ;23;1;7;                                                                                                                                                                                                                            ;167235;5568574;0.99
228;Vai Passar                                                                                                                                                                                              ;23;1;7;                                                                                                                                                                                                                            ;369763;12359161;0.99
229;Samba De Orly                                                                                                                                                                                           ;23;1;7;                                                                                                                                                                                                                            ;162429;5431854;0.99
230;Bye, Bye Brasil                                                                                                                                                                                         ;23;1;7;                                                                                                                                                                                                                            ;283402;9499590;0.99
231;Atras Da Porta                                                                                                                                                                                          ;23;1;7;                                                                                                                                                                                                                            ;189675;6132843;0.99
232;Tatuagem                                                                                                                                                                                                ;23;1;7;                                                                                                                                                                                                                            ;172120;5645703;0.99
233;O Que Será (À Flor Da Terra)                                                                                                                                                                            ;23;1;7;                                                                                                                                                                                                                            ;167288;5574848;0.99
234;Morena De Angola                                                                                                                                                                                        ;23;1;7;                                                                                                                                                                                                                            ;186801;6373932;0.99
235;Apesar De Você                                                                                                                                                                                          ;23;1;7;                                                                                                                                                                                                                            ;234501;7886937;0.99
236;A Banda                                                                                                                                                                                                 ;23;1;7;                                                                                                                                                                                                                            ;132493;4349539;0.99
237;Minha Historia                                                                                                                                                                                          ;23;1;7;                                                                                                                                                                                                                            ;182256;6029673;0.99
238;Com Açúcar E Com Afeto                                                                                                                                                                                  ;23;1;7;                                                                                                                                                                                                                            ;175386;5846442;0.99
239;Brejo Da Cruz                                                                                                                                                                                           ;23;1;7;                                                                                                                                                                                                                            ;214099;7270749;0.99
240;Meu Caro Amigo                                                                                                                                                                                          ;23;1;7;                                                                                                                                                                                                                            ;260257;8778172;0.99
